Id,SalePrice
1762,162508.55
1763,174062.48
1764,118230.555
1765,170700.28
1766,165433.98
1767,208115.39
1768,141771.44
1769,165514.6
1770,144697.42
1771,129530.32
1772,140219.94
1773,144163.56
1774,123275.984
1775,144575.56
1776,117810.59
1777,114868.15
1778,132325.34
1779,117320.48
1780,177847.53
1781,129771.695
1782,92922.19
1783,128049.42
1784,101120.445
1785,124549.586
1786,141375.31
1787,178403.97
1788,64266.516
1789,92649.45
1790,82721.03
1791,177267.42
1792,161276.9
1793,131038.59
1794,150306.16
1795,137199.52
1796,127785.81
1797,123815.09
1798,129386.875
1799,124064.26
1800,137284.36
1801,132509.55
1802,142600.72
1803,148532.25
1804,142342.52
1805,134200.48
1806,108515.3
1807,150279.5
1808,122563.36
1809,121297.22
1810,154655.61
1811,108575.65
1812,104580.1
1813,127598.484
1814,98711.21
1815,51649.01
1816,101895.32
1817,115546.14
1818,129242.414
1819,115731.195
1820,78770.3
1821,117407.875
1822,149386.11
1823,53137.277
1824,146516.34
1825,139766.7
1826,99295.08
1827,105583.08
1828,144304.22
1829,120923.35
1830,151506.39
1831,145960.16
1832,94578.86
1833,142209.22
1834,127509.625
1835,174515.31
1836,124063.25
1837,102495.31
1838,121488.03
1839,87583.83
1840,173906.03
1841,151117.48
1842,88836.71
1843,130144.805
1844,147005.75
1845,149686.38
1846,146000.53
1847,160106.86
1848,58566.367
1849,106955.164
1850,123713.54
1851,157020.77
1852,121232.27
1853,131951.56
1854,171590.33
1855,143198.83
1856,232599.66
1857,156759.62
1858,140953.11
1859,120932.04
1860,154470.88
1861,120862.95
1862,254944.92
1863,253330.81
1864,253330.81
1865,309617.84
1866,335291.16
1867,252090.88
1868,297153.84
1869,196599.25
1870,252877.61
1871,255766.44
1872,167762.08
1873,262153.66
1874,137270.5
1875,203050.33
1876,186553.81
1877,203408.4
1878,211255.48
1879,136893.31
1880,139446.98
1881,221911.48
1882,250788.27
1883,193646.12
1884,213781.22
1885,258917.64
1886,302636.56
1887,196049.56
1888,268613.72
1889,150354.03
1890,131568.72
1891,143780.22
1892,99804.266
1893,127199.77
1894,120334.805
1895,141526.33
1896,119901.914
1897,111584.44
1898,102133.08
1899,140835.38
1900,149274.97
1901,177080.47
1902,133620.58
1903,206833.25
1904,147253.84
1905,187167.48
1906,167104.92
1907,207508.52
1908,117056.05
1909,137478.33
1910,120454.73
1911,210824.34
1912,322862.25
1913,138668.64
1914,66507.766
1915,347933.6
1916,68663.62
1917,261862.03
1918,145322.2
1919,169925.48
1920,129605.49
1921,389941.44
1922,302767.22
1923,213242.27
1924,222236.95
1925,208315.47
1926,380916.06
1927,137267.8
1928,156078.64
1929,129498.984
1930,129228.7
1931,141462.83
1932,135834.77
1933,196175.88
1934,180169.62
1935,174652.73
1936,196433.42
1937,178532.38
1938,168904.64
1939,272252.1
1940,192049.3
1941,175111.0
1942,207705.17
1943,212853.08
1944,331632.75
1945,394049.38
1946,169881.4
1947,340052.38
1948,175000.92
1949,245426.55
1950,174979.7
1951,284379.8
1952,228704.22
1953,159179.64
1954,191219.33
1955,128342.18
1956,270950.9
1957,156164.62
1958,340957.72
1959,130031.086
1960,119534.164
1961,116390.04
1962,102476.74
1963,114520.99
1964,115842.2
1965,143370.98
1966,142094.75
1967,317878.94
1968,449965.8
1969,423765.62
1970,439871.4
1971,417807.6
1972,378626.97
1973,259272.52
1974,314101.75
1975,419409.28
1976,270246.62
1977,391834.22
1978,369060.16
1979,330874.78
1980,200734.23
1981,334200.12
1982,257112.44
1983,233831.92
1984,165503.16
1985,203882.33
1986,197324.73
1987,184210.66
1988,175787.31
1989,181203.55
1990,216741.36
1991,229751.17
1992,217077.94
1993,168824.45
1994,230199.77
1995,176469.45
1996,237752.31
1997,310419.38
1998,251442.16
1999,245823.22
2000,306054.53
2001,264971.5
2002,231650.66
2003,276118.78
2004,277123.47
2005,242667.17
2006,233577.58
2007,257293.05
2008,216809.03
2009,195403.53
2010,179370.78
2011,149997.34
2012,173094.39
2013,188119.08
2014,195315.08
2015,196318.1
2016,201657.0
2017,206883.25
2018,129125.8
2019,130546.87
2020,107869.7
2021,115049.414
2022,176204.44
2023,140207.39
2024,221775.0
2025,443624.28
2026,173097.19
2027,145173.78
2028,147531.03
2029,177265.66
2030,268326.1
2031,231864.12
2032,261741.75
2033,234415.0
2034,163318.08
2035,214923.16
2036,176308.89
2037,190953.9
2038,313000.03
2039,232845.75
2040,397756.62
2041,295224.06
2042,201505.16
2043,163760.3
2044,178402.8
2045,218605.38
2046,124721.35
2047,142767.55
2048,132050.56
2049,128300.73
2050,167259.88
2051,106225.61
2052,123707.42
2053,146342.33
2054,89892.18
2055,154048.81
2056,129696.43
2057,121216.0
2058,241504.64
2059,124951.8
2060,161502.36
2061,180760.5
2062,134462.98
2063,114837.38
2064,145947.72
2065,133857.9
2066,173559.34
2067,129731.95
2068,127054.1
2069,80898.06
2070,112352.164
2071,91704.46
2072,131723.06
2073,137772.06
2074,179792.02
2075,147290.27
2076,120115.3
2077,153868.1
2078,124398.62
2079,131025.766
2080,116166.4
2081,119329.07
2082,132589.95
2083,141516.1
2084,119383.99
2085,131144.81
2086,126556.89
2087,113749.195
2088,101555.836
2089,81335.8
2090,130470.34
2091,123348.086
2092,117318.44
2093,142822.86
2094,120475.33
2095,157933.23
2096,75944.91
2097,95731.375
2098,158084.7
2099,51328.617
2100,99231.94
2101,126707.17
2102,126386.02
2103,106417.44
2104,134370.03
2105,139866.88
2106,75882.17
2107,209192.92
2108,115309.02
2109,110004.53
2110,136164.92
2111,139386.88
2112,148758.1
2113,116822.52
2114,107580.055
2115,156884.95
2116,118212.98
2117,150717.55
2118,118840.74
2119,104876.09
2120,114884.48
2121,120144.31
2122,111278.22
2123,91139.6
2124,168465.05
2125,126712.85
2126,153337.02
2127,159326.8
2128,125154.914
2129,102701.586
2130,155623.69
2131,162516.75
2132,115825.63
2133,119694.9
2134,111735.91
2135,96702.52
2136,80954.414
2137,108860.94
2138,134909.42
2139,147591.31
2140,142514.92
2141,150832.55
2142,138724.58
2143,146873.25
2144,110066.05
2145,138288.12
2146,154557.3
2147,143811.58
2148,122322.86
2149,140722.56
2150,240171.58
2151,116671.84
2152,191351.83
2153,157047.48
2154,114629.625
2155,138356.19
2156,219952.39
2157,242914.94
2158,223900.44
2159,201795.47
2160,158653.94
2161,259123.39
2162,423214.8
2163,343576.22
2164,261123.69
2165,190228.7
2166,144212.8
2167,204037.34
2168,211921.03
2169,193568.95
2170,222038.27
2171,143168.0
2172,133174.39
2173,156250.17
2174,233847.75
2175,316536.2
2176,330588.97
2177,249281.38
2178,217083.78
2179,147587.5
2180,182740.89
2181,189996.14
2182,228540.94
2183,203881.84
2184,133060.45
2185,119459.72
2186,141477.33
2187,143027.64
2188,147464.25
2189,198634.75
2190,79716.52
2191,80633.55
2192,101491.3
2193,99430.69
2194,102836.73
2195,110389.96
2196,106665.62
2197,118763.02
2198,150744.56
2199,183188.75
2200,145607.28
2201,137186.61
2202,226625.08
2203,172800.94
2204,188985.28
2205,107552.89
2206,143771.9
2207,211743.44
2208,245686.66
2209,200684.4
2210,120766.43
2211,109674.32
2212,113981.82
2213,103992.67
2214,148612.42
2215,102047.94
2216,143532.64
2217,70974.336
2218,89177.07
2219,69655.51
2220,83919.5
2221,348168.66
2222,239795.05
2223,277965.44
2224,205851.95
2225,127164.12
2226,175233.47
2227,186892.05
2228,278101.88
2229,246574.17
2230,175541.25
2231,209239.47
2232,186213.06
2233,178984.77
2234,267345.56
2235,208064.25
2236,310074.1
2237,364462.34
2238,179301.94
2239,107665.27
2240,161451.81
2241,153974.55
2242,130984.945
2243,138647.81
2244,117176.33
2245,112396.93
2246,154053.72
2247,100352.66
2248,132635.14
2249,128513.53
2250,137124.14
2251,129154.35
2252,181511.66
2253,151831.83
2254,176704.81
2255,190754.92
2256,180021.61
2257,188732.86
2258,168216.6
2259,175651.98
2260,150867.06
2261,175383.73
2262,195821.17
2263,332193.62
2264,468976.1
2265,169054.22
2266,297601.12
2267,418028.0
2268,370974.53
2269,158374.34
2270,180193.08
2271,250049.47
2272,199525.84
2273,163233.19
2274,178880.06
2275,159869.1
2276,172202.58
2277,187440.31
2278,147277.94
2279,124656.24
2280,122350.25
2281,174524.67
2282,171775.5
2283,97070.9
2284,108002.38
2285,140957.8
2286,126705.28
2287,345742.0
2288,292304.9
2289,423098.53
2290,463503.78
2291,303716.34
2292,430195.6
2293,467836.4
2294,343357.6
2295,476155.53
2296,277783.78
2297,309265.56
2298,338050.16
2299,375233.9
2300,339782.9
2301,284732.3
2302,240396.16
2303,236957.84
2304,253206.8
2305,176640.61
2306,179016.86
2307,189499.39
2308,212927.22
2309,290861.66
2310,239518.42
2311,176443.17
2312,191208.05
2313,175186.16
2314,154384.89
2315,174613.06
2316,186369.11
2317,184517.16
2318,183418.1
2319,178840.75
2320,186569.11
2321,256076.72
2322,168335.67
2323,180540.38
2324,163927.02
2325,223033.8
2326,166900.58
2327,216029.77
2328,232369.02
2329,178496.3
2330,178650.3
2331,386234.56
2332,392014.28
2333,316613.5
2334,253843.1
2335,261219.4
2336,346798.62
2337,222318.33
2338,293177.94
2339,226703.22
2340,392003.72
2341,219288.44
2342,246444.1
2343,225434.78
2344,229928.42
2345,250351.58
2346,229704.2
2347,211112.9
2348,244229.23
2349,168113.77
2350,303072.3
2351,275696.5
2352,260462.19
2353,220128.02
2354,132493.0
2355,145774.83
2356,152006.72
2357,211346.28
2358,193980.52
2359,130366.58
2360,110923.67
2361,139644.69
2362,272690.06
2363,146433.1
2364,153253.75
2365,265321.75
2366,200675.27
2367,219095.06
2368,203928.03
2369,220077.23
2370,169390.67
2371,175645.17
2372,175600.78
2373,271783.56
2374,277596.94
2375,287056.6
2376,283924.56
2377,309549.28
2378,131557.3
2379,180148.03
2380,143992.84
2381,160900.77
2382,196251.97
2383,210464.52
2384,265890.97
2385,159490.36
2386,139570.28
2387,140020.14
2388,91966.29
2389,125033.03
2390,136838.6
2391,135947.94
2392,116310.43
2393,158303.5
2394,140660.28
2395,198098.53
2396,147467.56
2397,215764.28
2398,127969.71
2399,67356.55
2400,55847.836
2401,109740.89
2402,139673.16
2403,125005.13
2404,148259.34
2405,170529.73
2406,141770.67
2407,127607.53
2408,136187.97
2409,136016.78
2410,171514.92
2411,121952.89
2412,155067.17
2413,137157.8
2414,137827.7
2415,125032.63
2416,129635.52
2417,136623.3
2418,125849.336
2419,123678.9
2420,128132.195
2421,143640.92
2422,119827.3
2423,125765.06
2424,151610.81
2425,174605.62
2426,133321.4
2427,139685.66
2428,169634.19
2429,121216.55
2430,129323.305
2431,105080.56
2432,139334.78
2433,146896.89
2434,132830.44
2435,149570.3
2436,108850.555
2437,107886.36
2438,122808.48
2439,109116.71
2440,124454.41
2441,104622.93
2442,95939.1
2443,120081.26
2444,125629.29
2445,79063.16
2446,133711.84
2447,201360.44
2448,137459.23
2449,109348.87
2450,148442.88
2451,127215.8
2452,202182.58
2453,93398.2
2454,128513.61
2455,96992.945
2456,138378.53
2457,123718.18
2458,112543.78
2459,115415.56
2460,137157.36
2461,120037.33
2462,140905.3
2463,123137.78
2464,166184.33
2465,130104.75
2466,105337.125
2467,141173.61
2468,73174.15
2469,69008.0
2470,169656.05
2471,190066.0
2472,184100.72
2473,118091.63
2474,101300.67
2475,231284.38
2476,113016.74
2477,132228.56
2478,164630.84
2479,105498.125
2480,141304.98
2481,120825.555
2482,139680.6
2483,115133.89
2484,127325.73
2485,126397.37
2486,152768.66
2487,173014.56
2488,157866.67
2489,146376.73
2490,157375.61
2491,83170.32
2492,177056.48
2493,140328.33
2494,159573.81
2495,82468.8
2496,241791.19
2497,154570.25
2498,110283.19
2499,88513.33
2500,124686.72
2501,132598.62
2502,150229.03
2503,96789.4
2504,197772.36
2505,221166.78
2506,275494.88
2507,344843.3
2508,272863.3
2509,223468.95
2510,231842.5
2511,180431.22
2512,208234.66
2513,216698.86
2514,256257.55
2515,151534.2
2516,170335.98
2517,136441.34
2518,152215.94
2519,225166.28
2520,221360.16
2521,185780.9
2522,215550.17
2523,126057.48
2524,134570.1
2525,147771.17
2526,137191.08
2527,107156.7
2528,127696.79
2529,134737.19
2530,127525.49
2531,239139.88
2532,222988.8
2533,208787.33
2534,258949.5
2535,297677.06
2536,237687.6
2537,230866.23
2538,181454.62
2539,190920.33
2540,182185.88
2541,173924.36
2542,162691.8
2543,127718.94
2544,129726.805
2545,129552.984
2546,133683.95
2547,130428.086
2548,150651.9
2549,157969.02
2550,355365.9
2551,144438.81
2552,128349.445
2553,80276.89
2554,109149.055
2555,110793.37
2556,100301.42
2557,106521.49
2558,161347.53
2559,141985.72
2560,151048.25
2561,134941.69
2562,145075.69
2563,158121.6
2564,182888.36
2565,134516.7
2566,167637.77
2567,128815.4
2568,194862.28
2569,196280.83
2570,118327.4
2571,177285.98
2572,182418.52
2573,232031.45
2574,280796.47
2575,131862.19
2576,128017.36
2577,163096.33
2578,92729.734
2579,79940.58
2580,127874.445
2581,127913.68
2582,121670.49
2583,312280.4
2584,160099.47
2585,176633.66
2586,208759.7
2587,197700.5
2588,157768.9
2589,145437.48
2590,208326.61
2591,218777.11
2592,214484.2
2593,284522.7
2594,178171.78
2595,204534.17
2596,322822.38
2597,191843.94
2598,286435.16
2599,324221.47
2600,161917.34
2601,143580.27
2602,81941.84
2603,105621.0
2604,94050.055
2605,77542.91
2606,149023.23
2607,178755.19
2608,212933.12
2609,158279.4
2610,112972.96
2611,151791.92
2612,159879.97
2613,131057.17
2614,130139.195
2615,153772.14
2616,139513.4
2617,173556.95
2618,180756.42
2619,201009.23
2620,188668.31
2621,176573.78
2622,185209.3
2623,218515.61
2624,280258.7
2625,340350.62
2626,163744.47
2627,169604.92
2628,427346.6
2629,528160.0
2630,323365.62
2631,474169.34
2632,396928.16
2633,323369.34
2634,413548.44
2635,164751.77
2636,187759.95
2637,167162.33
2638,238482.77
2639,178903.23
2640,154798.94
2641,104223.445
2642,189403.33
2643,106343.8
2644,130311.484
2645,103818.15
2646,95832.2
2647,103466.03
2648,132766.81
2649,135313.11
2650,143591.98
2651,143594.61
2652,430216.3
2653,246978.72
2654,223521.03
2655,347111.9
2656,253738.55
2657,326880.78
2658,273859.9
2659,290325.47
2660,343951.3
2661,315832.0
2662,303278.44
2663,278299.06
2664,285925.12
2665,296709.5
2666,293548.4
2667,166985.02
2668,175509.2
2669,179819.28
2670,283459.03
2671,179101.61
2672,185631.19
2673,202125.62
2674,193878.1
2675,173950.02
2676,187385.08
2677,180920.75
2678,263274.44
2679,290063.12
2680,285477.84
2681,351977.97
2682,334390.1
2683,476385.88
2684,323350.2
2685,351131.34
2686,259903.38
2687,349103.3
2688,220750.73
2689,230605.3
2690,452327.34
2691,186386.19
2692,134389.77
2693,201258.94
2694,125678.555
2695,189731.69
2696,182744.28
2697,187766.58
2698,193046.69
2699,172659.33
2700,157996.8
2701,145136.61
2702,109964.234
2703,121355.14
2704,142432.89
2705,121095.82
2706,118097.766
2707,125663.58
2708,137344.81
2709,121885.09
2710,128322.33
2711,278480.53
2712,380905.06
2713,170789.17
2714,153993.08
2715,173119.9
2716,158996.66
2717,173684.5
2718,246043.05
2719,160416.44
2720,170884.83
2721,140518.64
2722,158324.45
2723,152100.62
2724,127711.59
2725,136530.8
2726,147327.86
2727,174814.9
2728,172259.7
2729,152667.12
2730,148599.1
2731,121843.766
2732,122559.586
2733,157469.12
2734,131445.14
2735,131654.16
2736,139626.47
2737,128309.52
2738,126989.555
2739,155970.81
2740,141548.8
2741,152886.44
2742,154619.17
2743,149532.23
2744,152801.12
2745,139710.4
2746,139942.28
2747,157831.22
2748,121758.414
2749,129264.195
2750,142071.5
2751,130669.984
2752,215865.56
2753,149127.2
2754,199305.45
2755,129980.33
2756,102876.5
2757,84071.28
2758,93006.33
2759,165671.53
2760,132789.34
2761,150226.81
2762,149480.05
2763,188707.11
2764,152602.31
2765,273804.38
2766,144444.69
2767,95077.67
2768,124755.9
2769,121861.0
2770,139658.17
2771,117628.09
2772,120409.65
2773,155639.23
2774,143080.58
2775,134282.28
2776,145759.0
2777,146448.47
2778,108708.445
2779,131521.25
2780,101076.445
2781,104640.73
2782,91008.75
2783,101514.33
2784,128228.086
2785,134888.19
2786,82283.2
2787,120949.79
2788,79494.516
2789,202854.03
2790,90181.62
2791,108223.7
2792,67515.83
2793,186931.5
2794,109384.56
2795,118773.55
2796,108013.625
2797,223174.4
2798,110039.95
2799,133118.36
2800,67524.34
2801,108247.02
2802,143196.3
2803,141948.6
2804,133381.34
2805,88500.6
2806,81773.31
2807,140556.56
2808,155588.7
2809,141061.97
2810,136357.28
2811,159272.6
2812,153892.95
2813,139892.39
2814,148845.9
2815,96585.12
2816,278521.53
2817,152580.2
2818,126973.64
2819,164058.61
2820,134151.02
2821,88101.72
2822,204402.8
2823,256993.31
2824,190129.67
2825,147839.86
2826,133619.98
2827,140743.31
2828,206674.1
2829,186684.05
2830,223505.38
2831,182794.75
2832,216831.64
2833,311327.28
2834,214629.1
2835,222636.19
2836,198944.34
2837,159862.48
2838,148263.28
2839,177311.64
2840,197556.75
2841,211130.69
2842,223842.58
2843,149440.61
2844,154961.88
2845,124043.375
2846,221497.17
2847,190085.94
2848,224639.05
2849,203233.23
2850,285029.66
2851,220915.05
2852,222052.66
2853,242088.89
2854,148528.4
2855,196598.36
2856,203929.53
2857,185070.61
2858,198658.45
2859,126430.055
2860,133395.83
2861,119645.09
2862,183140.4
2863,129429.85
2864,250248.22
2865,141129.4
2866,129701.63
2867,103197.76
2868,95703.92
2869,113421.805
2870,142927.58
2871,94134.93
2872,51108.85
2873,96011.37
2874,142479.69
2875,113311.42
2876,147229.19
2877,146276.12
2878,177394.8
2879,139760.64
2880,101719.86
2881,158371.78
2882,166725.58
2883,179141.45
2884,185247.73
2885,210856.3
2886,213906.52
2887,92154.46
2888,137732.89
2889,61518.92
2890,92063.45
2891,130426.95
2892,55856.355
2893,92312.59
2894,56334.504
2895,336904.72
2896,281925.44
2897,219671.25
2898,152152.95
2899,223529.72
2900,157938.52
2901,211256.97
2902,186618.19
2903,347013.8
2904,329284.9
2905,122008.61
2906,190872.22
2907,121586.55
2908,134236.7
2909,135238.97
2910,81367.3
2911,82653.87
2912,156137.62
2913,94444.37
2914,75477.945
2915,77671.31
2916,83288.07
2917,152694.94
2918,109400.78
2919,197616.61
